ID,V8,V9,V10,Q1,Q2_1,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q3_7,Q3_8,Q12_1_Group,Q12_2_Group,Q12_3_Group,Q12_4_Group,Q12_5_Group,Q12_6_Group,Q12_7_Group,Q12_8_Group,Q12_9_Group,Q12_10_Group,Q12_11_Group,Q12_12_Group,Q12_13_Group,Q12_14_Group,Q12_15_Group,Q12_16_Group,Q12_17_Group,Q12_18_Group,Q12_19_Group,Q12_20_Group,Q12_21_Group,Q12_22_Group,Q12_23_Group
36719,5/16/2011 20:06,5/16/2011 20:18,1,1,100,1,1,1,NA,NA,1,NA,NA,2,0,1,0,0,2,1,2,2,1,0,1,0,1,0,2,0,0,0,1,0,0,2
1241209,5/16/2011 20:05,5/16/2011 20:19,1,1,100,1,1,1,NA,1,NA,1,NA,2,1,0,0,2,2,2,2,1,0,0,0,0,2,0,1,2,0,0,2,1,1,0
1622279,5/16/2011 20:07,5/16/2011 20:22,1,1,100,1,1,1,1,NA,1,1,NA,2,2,0,0,1,2,1,1,0,1,0,2,0,1,0,2,0,0,0,2,2,2,0
1294704,5/16/2011 20:05,5/16/2011 20:23,1,1,92,NA,NA,1,NA,NA,NA,NA,NA,1,2,1,0,1,2,1,2,1,1,2,0,0,2,0,1,0,0,0,2,1,2,0
1235465,5/16/2011 20:14,5/16/2011 20:23,1,1,100,NA,1,1,NA,NA,NA,NA,NA,2,0,2,2,1,2,2,1,1,0,2,2,1,1,0,0,1,1,1,0,0,0,0
549268,5/16/2011 20:13,5/16/2011 20:25,1,1,51,1,1,1,NA,NA,1,1,1,2,0,2,1,1,2,2,2,2,2,2,1,0,1,0,0,1,1,1,0,0,0,2
1262844,5/16/2011 20:15,5/16/2011 20:26,1,1,94,NA,1,1,NA,1,NA,NA,NA,1,2,1,0,0,2,1,1,2,0,0,0,1,1,1,0,0,0,1,1,1,2,1
846931,5/16/2011 20:21,5/16/2011 20:33,1,1,100,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
540973,5/16/2011 20:26,5/16/2011 20:35,1,1,70,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,2,0,1,1,0,1,1,0,0,0,0,2,2,2,2
1280762,5/16/2011 20:18,5/16/2011 20:36,1,1,100,NA,1,1,1,NA,NA,NA,NA,2,0,1,0,2,2,2,2,1,2,1,1,1,2,0,0,0,0,0,1,1,1,1
286635,5/16/2011 20:26,5/16/2011 20:38,1,1,97,NA,1,1,1,NA,1,NA,NA,1,1,0,0,2,2,2,1,0,2,1,0,0,2,0,2,0,0,0,0,1,0,0
1654120,5/16/2011 20:28,5/16/2011 20:38,1,1,100,NA,1,NA,1,NA,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,1,1,2,0,1,1,1,1,0,0
675189,5/16/2011 20:27,5/16/2011 20:38,1,1,95,1,1,1,1,NA,NA,NA,NA,2,1,0,0,1,2,1,2,1,1,0,0,0,2,0,1,0,0,0,0,0,0,0
869075,5/16/2011 20:29,5/16/2011 20:39,1,1,100,1,1,NA,NA,NA,NA,1,NA,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
1164095,5/16/2011 20:27,5/16/2011 20:41,1,1,100,NA,1,1,NA,1,1,NA,NA,2,1,0,0,1,2,1,2,1,1,1,2,1,1,2,2,0,1,0,1,0,1,1
1236651,5/16/2011 20:30,5/16/2011 20:43,1,1,40,1,1,1,NA,NA,1,NA,1,0,1,1,0,0,2,1,0,2,1,1,0,2,1,1,1,0,0,1,1,0,1,1
872216,5/16/2011 20:36,5/16/2011 20:49,1,1,100,1,NA,NA,NA,NA,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,1,2,2
701905,5/16/2011 20:34,5/16/2011 20:50,1,1,100,1,1,NA,NA,1,NA,NA,NA,1,2,1,1,2,2,1,1,1,0,1,2,2,2,2,2,2,1,2,2,2,2,1
1244831,5/16/2011 20:47,5/16/2011 20:50,1,1,100,1,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1239256,5/16/2011 20:42,5/16/2011 20:57,1,1,25,1,NA,NA,NA,1,1,1,1,0,2,0,1,0,0,2,2,1,1,1,1,0,1,1,2,1,0,1,2,0,2,1
1237983,5/16/2011 20:43,5/16/2011 20:59,1,1,100,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1,2,1,1,2,2,1,1,2,0,2,1,2,1
1675051,5/16/2011 20:45,5/16/2011 21:00,1,1,100,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,2,0,2,2,2,1,1,1,1,1,1,1,0,0,0,0
1264583,5/16/2011 20:47,5/16/2011 21:00,1,1,71,1,1,1,1,1,NA,1,NA,0,1,1,1,1,2,2,2,1,0,1,1,0,1,0,1,1,0,0,1,0,0,0
809276,5/16/2011 20:50,5/16/2011 21:02,1,1,15,1,1,NA,NA,NA,1,1,1,2,1,1,0,1,2,2,2,2,1,2,1,1,2,0,0,0,0,0,1,0,0,1
1081439,5/16/2011 20:49,5/16/2011 21:03,1,1,100,1,1,1,NA,1,1,1,1,0,2,2,0,2,1,2,2,2,2,1,2,2,2,2,0,1,2,1,2,0,2,2
1249925,5/16/2011 20:53,5/16/2011 21:07,1,1,100,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,2,2,0,2,0,1,0,0,0,1,1,1,1
1271910,5/16/2011 21:00,5/16/2011 21:14,1,1,100,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
612958,5/16/2011 21:03,5/16/2011 21:17,1,1,19,1,1,NA,NA,NA,NA,1,NA,2,2,2,1,2,2,1,2,2,2,1,2,2,2,1,2,2,1,1,1,0,1,2
474958,5/16/2011 21:06,5/16/2011 21:17,1,1,100,1,1,1,NA,NA,1,1,NA,2,0,1,1,2,0,2,0,2,2,2,2,2,0,0,0,2,2,1,1,2,2,1
451895,5/16/2011 21:10,5/16/2011 21:21,1,1,95,1,1,NA,1,1,1,NA,NA,0,2,0,0,1,2,0,2,2,2,2,0,2,2,2,2,0,0,0,2,1,2,1
431918,5/16/2011 21:13,5/16/2011 21:22,1,1,100,1,1,1,NA,NA,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,1,2,2,2,2,2
1280848,5/16/2011 21:11,5/16/2011 21:22,1,1,90,1,1,1,NA,NA,NA,NA,NA,2,0,0,1,0,2,0,2,1,2,1,1,0,2,1,2,1,0,0,0,1,2,0
1057283,5/16/2011 21:12,5/16/2011 21:25,1,1,100,1,1,1,1,1,NA,NA,NA,1,2,0,0,2,1,2,1,2,1,1,0,0,2,0,1,0,0,2,2,0,1,1
1122824,5/16/2011 21:15,5/16/2011 21:29,1,1,71,1,NA,NA,NA,1,NA,1,NA,2,2,0,1,1,2,2,1,1,0,2,1,1,0,1,0,1,1,1,1,0,2,2
809803,5/16/2011 21:09,5/16/2011 21:32,1,1,91,1,NA,NA,NA,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,1,2,2
541096,5/16/2011 21:18,5/16/2011 21:33,1,1,90,1,1,1,NA,1,1,NA,NA,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,0,2,2,2,2,1,2,2
1235436,5/16/2011 21:20,5/16/2011 21:34,1,1,100,1,1,1,NA,1,1,1,NA,0,2,2,1,1,0,2,2,0,0,1,1,1,2,2,0,0,1,2,2,2,2,2
1669254,5/16/2011 21:17,5/16/2011 21:34,1,1,100,NA,1,1,NA,1,NA,1,NA,2,1,2,0,2,2,2,2,2,1,1,2,2,2,0,0,1,0,0,0,1,2,1
799175,5/16/2011 21:18,5/16/2011 21:35,1,1,100,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,2,1,2,0,0,1,1,0,0,2,1,0,0
764058,5/16/2011 21:20,5/16/2011 21:37,1,1,100,NA,1,NA,NA,NA,NA,NA,NA,2,1,0,1,2,2,2,2,2,2,2,2,1,2,0,1,1,1,0,1,0,1,2
663927,5/16/2011 21:33,5/16/2011 21:45,1,1,5,1,1,NA,NA,NA,1,NA,NA,2,1,0,0,2,2,2,2,2,2,1,1,0,2,1,2,0,1,0,0,1,1,2
1265485,5/16/2011 21:32,5/16/2011 21:45,1,1,100,NA,NA,1,NA,NA,1,1,NA,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,0,1,1,1,2,2,2,NA
1261971,5/16/2011 21:35,5/16/2011 21:47,1,1,100,1,1,1,1,1,1,1,1,2,1,1,0,1,2,2,2,2,1,1,0,1,2,0,1,2,0,0,2,0,2,0
698318,5/16/2011 21:42,5/16/2011 21:54,1,1,100,1,1,1,1,NA,1,NA,NA,1,0,0,0,2,0,2,1,0,2,1,0,0,2,0,2,2,1,1,1,0,0,1
368857,5/16/2011 21:44,5/16/2011 21:58,1,1,100,1,1,1,1,1,1,1,NA,1,0,2,0,1,1,1,0,2,1,1,1,0,2,0,0,1,1,0,0,1,0,0
1251999,5/16/2011 21:50,5/16/2011 22:01,1,1,52,NA,1,NA,NA,NA,NA,NA,NA,2,1,1,0,0,1,1,1,0,0,2,0,0,2,1,1,1,0,0,1,0,0,1
1261420,5/16/2011 21:57,5/16/2011 22:15,1,1,60,1,1,1,NA,NA,NA,NA,NA,2,2,1,0,1,2,1,2,2,1,2,2,1,2,0,0,1,1,0,2,1,2,1
1255276,5/16/2011 22:05,5/16/2011 22:23,1,1,75,1,1,1,NA,1,1,1,NA,2,2,1,0,0,2,1,2,2,0,2,2,0,1,2,1,1,0,0,0,0,1,2
1248450,5/16/2011 22:07,5/16/2011 22:25,1,1,100,1,1,1,NA,1,1,1,1,2,1,1,0,2,2,1,2,2,0,1,1,0,2,1,0,0,0,1,1,0,2,2
843889,5/16/2011 22:15,5/16/2011 22:29,1,1,100,1,NA,1,1,NA,1,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,1,1,NA,NA,NA,0
624152,5/16/2011 22:23,5/16/2011 22:32,1,1,100,1,1,1,NA,NA,1,NA,NA,1,1,2,1,0,1,1,1,1,0,0,0,1,1,0,1,1,0,1,1,0,1,0
1625516,5/16/2011 22:24,5/16/2011 22:38,1,1,99,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
1229248,5/16/2011 22:17,5/16/2011 22:41,1,1,100,1,1,1,NA,1,NA,NA,NA,0,2,1,1,1,2,2,0,0,1,2,2,1,0,2,0,1,1,2,2,0,2,2
1276997,5/16/2011 21:24,5/16/2011 22:43,1,1,95,1,1,1,NA,1,1,1,1,2,0,0,0,2,2,2,2,1,1,1,2,2,1,0,0,2,0,0,0,0,0,1
1256930,5/16/2011 22:44,5/16/2011 22:58,1,1,100,NA,1,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,0,1,0,1,1,NA,NA,NA,NA
362339,5/16/2011 22:32,5/16/2011 22:59,1,1,100,1,1,NA,1,1,NA,NA,NA,1,1,2,0,2,2,2,2,1,2,2,1,2,2,1,1,2,0,1,1,0,1,2
658291,5/16/2011 22:52,5/16/2011 23:01,1,1,100,1,1,1,1,1,1,1,1,NA,NA,1,0,NA,NA,NA,NA,NA,2,NA,NA,NA,2,0,2,0,0,NA,0,0,NA,NA
1654847,5/16/2011 22:49,5/16/2011 23:04,1,1,100,1,1,1,NA,1,1,NA,NA,2,2,2,2,1,1,1,2,1,1,2,2,2,2,1,0,2,2,2,2,1,2,2
1243483,5/16/2011 22:43,5/16/2011 23:04,1,1,90,1,1,1,NA,1,1,1,NA,2,1,2,1,2,2,1,2,2,1,2,2,2,2,1,0,2,1,1,1,1,1,2
1663751,5/16/2011 23:02,5/16/2011 23:08,1,1,100,1,NA,NA,1,1,1,NA,1,1,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,1,1,1,0,0,0,1
726819,5/16/2011 22:46,5/16/2011 23:10,1,1,100,1,1,1,NA,1,1,1,1,NA,NA,0,NA,2,NA,NA,NA,NA,NA,0,1,NA,1,NA,NA,0,1,NA,1,1,NA,0
738658,5/16/2011 22:59,5/16/2011 23:16,1,1,100,1,NA,NA,NA,1,1,NA,NA,1,0,0,0,0,1,1,1,2,2,1,0,1,2,2,2,1,0,0,0,2,0,2
37601,5/16/2011 23:06,5/16/2011 23:21,1,1,50,1,1,NA,NA,NA,NA,1,1,1,2,0,0,2,2,2,2,1,2,1,1,0,1,0,1,2,0,0,2,1,2,0
1676817,5/16/2011 23:16,5/16/2011 23:31,1,1,53,NA,1,1,NA,1,NA,NA,NA,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,0,2,1,2,2,1,2,2
774203,5/16/2011 23:33,5/16/2011 23:43,1,1,90,1,1,1,1,1,NA,1,NA,1,1,1,1,2,2,2,1,2,1,2,1,1,1,1,0,1,1,1,1,0,1,2
1195279,5/16/2011 23:34,5/16/2011 23:48,1,1,79,1,NA,NA,NA,1,NA,NA,NA,1,1,1,0,1,1,1,2,1,2,1,2,1,1,0,1,2,0,0,0,2,1,1
1191426,5/16/2011 23:46,5/16/2011 23:59,1,1,90,1,1,NA,1,NA,NA,NA,1,0,1,0,0,2,0,0,1,1,0,0,2,1,0,1,1,2,0,0,1,1,1,0
515469,5/17/2011 0:05,5/17/2011 0:15,1,1,82,1,NA,1,NA,1,1,NA,NA,2,2,1,0,2,2,2,2,2,0,1,0,1,2,1,1,2,1,1,1,0,2,1
1666273,5/17/2011 0:26,5/17/2011 0:36,1,1,100,NA,1,1,NA,NA,NA,1,NA,0,2,0,2,1,2,1,1,0,0,0,0,1,0,1,2,1,2,1,2,0,2,1
1250127,5/17/2011 1:43,5/17/2011 2:08,1,1,29,NA,1,1,NA,NA,1,NA,NA,1,1,1,0,2,2,1,2,2,0,2,1,1,2,2,0,0,2,2,2,1,1,2
1622380,5/17/2011 2:28,5/17/2011 2:46,1,1,100,1,1,1,1,1,1,1,1,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,1,0,0,1,2,0,NA,0
1125932,5/17/2011 5:20,5/17/2011 5:29,1,1,100,1,1,1,NA,NA,NA,NA,NA,1,0,0,0,1,1,1,1,0,1,1,0,0,1,0,2,0,0,0,0,1,0,0
952882,5/17/2011 5:48,5/17/2011 5:56,1,1,100,1,NA,1,1,1,1,1,1,2,2,0,0,2,2,1,1,2,2,2,1,1,2,0,0,0,0,0,1,2,2,0
146707,5/17/2011 6:12,5/17/2011 6:26,1,1,91,1,1,NA,NA,NA,1,NA,NA,2,1,0,0,1,2,1,2,0,1,2,2,1,1,0,0,1,1,0,1,0,1,0
658398,5/17/2011 6:18,5/17/2011 6:29,1,1,100,1,1,1,1,1,1,1,1,NA,NA,1,0,NA,NA,NA,NA,NA,0,NA,NA,1,NA,0,NA,NA,1,0,0,NA,NA,1
1205651,5/16/2011 20:17,5/17/2011 6:36,1,1,100,NA,1,1,1,1,NA,1,NA,2,0,0,0,2,1,2,2,1,1,2,1,1,2,2,0,0,1,1,1,0,0,1
834917,5/17/2011 6:29,5/17/2011 6:38,1,1,100,1,1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1590896,5/17/2011 6:33,5/17/2011 6:45,1,1,80,1,1,1,NA,NA,NA,NA,NA,1,2,1,1,1,2,1,2,0,0,1,1,2,2,2,0,1,1,0,2,1,2,2
1248928,5/17/2011 6:42,5/17/2011 6:54,1,1,100,1,1,NA,NA,1,NA,NA,NA,2,2,2,0,2,2,2,2,2,2,2,0,2,2,2,2,1,2,0,2,1,2,1
1000918,5/17/2011 6:48,5/17/2011 7:05,1,1,100,NA,NA,NA,NA,NA,1,NA,NA,0,2,2,2,1,1,0,2,0,0,1,0,2,1,2,0,1,1,1,2,0,2,2
991658,5/17/2011 6:48,5/17/2011 7:05,1,1,60,1,1,NA,NA,1,1,NA,1,2,1,2,0,2,2,2,2,2,2,2,1,0,2,0,2,1,0,0,1,0,1,1
1245200,5/17/2011 6:57,5/17/2011 7:10,1,1,100,1,1,1,1,1,1,1,1,1,2,0,1,0,0,1,1,1,0,1,0,0,2,0,2,1,0,1,2,0,2,2
1281131,5/17/2011 6:51,5/17/2011 7:11,1,1,100,1,1,1,NA,NA,NA,1,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2
1241443,5/17/2011 7:01,5/17/2011 7:12,1,1,90,NA,1,1,NA,NA,1,NA,NA,2,2,2,1,1,1,1,2,2,2,1,1,1,2,2,1,0,0,0,1,1,2,2
1248706,5/17/2011 7:20,5/17/2011 7:30,1,1,100,1,1,1,NA,1,1,1,1,1,2,1,1,2,2,1,2,1,2,2,2,2,2,2,0,1,1,1,1,1,1,2
1661509,5/17/2011 7:18,5/17/2011 7:34,1,1,100,NA,1,1,NA,NA,NA,NA,NA,2,2,1,1,2,2,2,2,2,1,2,2,2,2,1,0,2,1,1,1,2,1,2
1529304,5/17/2011 7:28,5/17/2011 7:38,1,1,17,NA,1,NA,NA,NA,NA,1,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,NA
613872,5/17/2011 7:29,5/17/2011 7:40,1,1,100,1,1,1,NA,1,1,NA,NA,1,2,1,1,2,1,2,2,2,2,1,1,2,2,1,1,1,2,0,2,0,2,1
829055,5/16/2011 15:17,5/17/2011 7:40,1,1,50,1,1,NA,NA,NA,NA,NA,NA,1,2,0,0,1,1,1,2,2,2,2,2,2,1,1,1,0,0,1,2,0,2,2
540000,5/17/2011 7:44,5/17/2011 7:54,1,1,100,NA,1,1,NA,NA,NA,NA,NA,1,0,2,1,1,2,1,2,2,2,1,1,1,2,0,2,2,0,0,0,1,1,0
1157087,5/17/2011 7:41,5/17/2011 7:55,1,1,50,NA,NA,NA,NA,1,1,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,2,2,1,2,2,2,2
641604,5/17/2011 7:42,5/17/2011 7:56,1,1,100,1,NA,NA,NA,NA,1,NA,NA,NA,1,1,0,2,2,0,1,1,2,1,1,2,2,1,1,2,1,1,1,0,1,1
589048,5/17/2011 7:56,5/17/2011 8:01,1,1,100,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1252222,5/17/2011 7:53,5/17/2011 8:02,1,1,40,1,1,NA,NA,NA,1,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2
1232301,5/17/2011 7:53,5/17/2011 8:05,1,1,100,1,1,1,1,1,1,1,1,2,2,1,1,2,1,2,1,2,1,1,0,2,2,1,1,1,1,1,2,1,2,2
408121,5/17/2011 7:52,5/17/2011 8:06,1,1,100,1,1,1,NA,1,NA,NA,NA,1,1,0,0,1,2,0,0,1,1,1,1,1,2,0,1,0,0,0,2,0,2,0
1236002,5/17/2011 7:52,5/17/2011 8:09,1,1,100,1,1,1,1,1,1,1,1,0,2,0,0,2,2,2,2,2,1,2,0,2,2,1,1,0,0,1,0,0,0,1
1249178,5/17/2011 7:55,5/17/2011 8:12,1,1,69,1,1,NA,NA,1,1,1,1,2,2,0,2,2,2,1,1,2,2,1,2,2,2,0,2,2,2,2,2,0,2,2
1620325,5/17/2011 8:19,5/17/2011 8:39,1,1,100,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
996144,5/17/2011 8:37,5/17/2011 8:47,1,1,100,1,1,1,1,1,1,1,1,0,1,1,0,1,2,1,1,2,1,2,0,0,1,1,0,0,0,0,1,0,1,0
1003818,5/17/2011 8:32,5/17/2011 8:48,1,1,100,NA,NA,1,1,1,1,NA,NA,1,2,0,0,2,1,2,2,0,2,1,0,0,2,0,1,1,0,0,1,1,2,0
1235725,5/17/2011 8:51,5/17/2011 9:03,1,1,100,1,1,1,NA,1,1,1,1,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0
1250133,5/17/2011 8:55,5/17/2011 9:04,1,1,100,1,1,1,1,1,1,1,1,0,2,1,0,0,2,2,0,0,2,0,1,0,1,0,0,1,1,2,2,1,2,0
1263037,5/17/2011 9:14,5/17/2011 9:26,1,1,100,1,1,1,1,1,1,1,1,1,2,0,1,1,2,1,2,1,2,2,1,2,2,0,2,1,0,0,2,0,2,2
1261797,5/17/2011 9:18,5/17/2011 9:28,1,1,100,1,1,1,1,1,1,1,1,0,2,0,0,1,1,1,1,0,2,0,1,0,2,0,1,0,0,1,1,0,1,2
1264376,5/17/2011 9:40,5/17/2011 9:51,1,1,95,1,1,1,NA,1,1,NA,NA,0,2,0,1,2,2,2,2,1,2,0,0,1,0,1,0,0,0,1,2,1,2,0
1603028,5/17/2011 10:04,5/17/2011 10:13,1,1,100,NA,NA,NA,1,NA,NA,NA,NA,0,1,0,1,1,2,1,2,0,0,0,1,0,0,1,2,0,0,0,1,0,1,2
397950,5/17/2011 10:24,5/17/2011 10:36,1,1,94,1,1,1,NA,1,1,NA,1,1,1,0,0,1,2,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0
1231695,5/17/2011 10:38,5/17/2011 10:48,1,1,100,1,1,NA,NA,NA,NA,1,1,2,2,0,1,2,2,2,2,2,2,2,1,0,2,1,0,0,2,1,2,2,2,1
1256115,5/17/2011 10:43,5/17/2011 10:55,1,1,100,NA,1,1,1,NA,1,NA,NA,0,2,0,0,1,2,2,1,2,0,1,1,1,2,0,0,1,2,1,2,0,2,1
501333,5/17/2011 10:52,5/17/2011 11:00,1,1,50,1,1,NA,NA,NA,NA,NA,NA,0,1,1,0,1,2,1,1,2,2,1,2,0,0,1,0,0,0,0,0,0,0,0
1182819,5/17/2011 10:56,5/17/2011 11:07,1,1,29,1,1,NA,1,NA,1,1,1,1,1,2,1,1,2,2,1,1,0,0,0,1,0,1,0,2,1,1,1,1,1,0
98116,5/17/2011 10:48,5/17/2011 11:17,1,1,100,1,1,1,1,NA,1,NA,NA,1,2,0,0,1,0,0,0,1,1,0,0,0,1,0,2,0,0,0,2,1,2,1
1090257,5/17/2011 11:12,5/17/2011 11:23,1,1,100,1,1,NA,NA,NA,1,1,NA,2,2,0,1,1,2,1,2,2,0,0,1,0,1,1,0,0,0,0,1,0,1,0
1591361,5/17/2011 11:19,5/17/2011 11:28,1,1,50,NA,NA,NA,NA,NA,1,1,NA,2,0,2,0,1,2,1,1,1,0,0,1,2,2,1,1,2,2,1,0,1,0,1
170907,5/17/2011 11:09,5/17/2011 11:34,1,1,90,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
341651,5/17/2011 11:26,5/17/2011 11:47,1,1,95,1,1,1,NA,NA,1,NA,NA,1,2,2,1,2,2,1,1,2,2,2,2,2,2,2,0,2,1,2,2,2,2,2
40046,5/17/2011 11:38,5/17/2011 11:54,1,1,82,1,1,NA,NA,NA,NA,1,1,2,2,2,NA,2,2,2,2,2,1,2,2,2,2,2,0,2,NA,NA,2,NA,2,2
1232754,5/17/2011 12:15,5/17/2011 12:27,1,1,100,1,1,1,NA,1,1,1,NA,2,2,0,0,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,2,0,2,2
66998,5/17/2011 12:12,5/17/2011 12:28,1,1,81,1,1,1,NA,NA,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
328343,5/17/2011 12:17,5/17/2011 12:29,1,1,93,1,1,1,NA,NA,NA,NA,NA,2,1,0,0,2,2,2,1,2,1,1,1,1,1,1,1,1,0,0,0,1,1,2
152834,5/17/2011 12:20,5/17/2011 12:30,1,1,60,1,1,1,NA,NA,NA,NA,NA,2,2,2,1,0,2,1,2,1,1,1,0,0,1,1,2,0,0,1,1,2,2,0
1162563,5/17/2011 12:46,5/17/2011 12:54,1,1,100,1,1,1,1,NA,1,NA,NA,1,0,0,1,1,2,1,0,0,1,2,2,2,2,0,2,2,0,0,0,0,0,0
NA,5/17/2011 12:56,5/17/2011 12:57,1,1,28,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,5/17/2011 12:58,5/17/2011 12:59,1,1,19,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,5/17/2011 12:59,5/17/2011 13:00,1,1,30,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1276726,5/17/2011 12:47,5/17/2011 13:05,1,1,100,1,1,1,1,1,1,NA,NA,2,0,0,1,2,2,2,2,2,1,1,0,0,1,0,2,2,2,1,1,2,1,2
1233031,5/17/2011 12:50,5/17/2011 13:08,1,1,100,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0
1585007,5/16/2011 21:51,5/17/2011 13:21,1,1,100,NA,1,NA,NA,1,1,NA,NA,2,1,0,0,2,2,0,1,2,1,0,0,1,1,1,1,0,0,0,0,1,1,1
168049,5/17/2011 12:23,5/17/2011 13:27,1,1,100,1,1,1,1,1,1,1,1,1,1,0,0,2,2,2,2,2,0,2,1,0,2,2,0,0,0,0,1,1,1,2
1279128,5/17/2011 13:15,5/17/2011 13:38,1,1,70,1,1,1,1,1,1,1,1,0,0,0,0,1,2,1,1,2,1,0,1,1,1,1,1,2,0,1,1,0,1,0
1263664,5/17/2011 14:05,5/17/2011 14:32,1,1,100,1,NA,NA,NA,1,1,1,1,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA
1269822,5/17/2011 14:06,5/17/2011 14:39,1,1,100,NA,1,1,NA,NA,NA,NA,NA,2,2,1,0,2,2,2,2,2,1,2,1,1,2,0,1,2,0,0,2,2,2,2
232385,5/17/2011 14:29,5/17/2011 14:52,1,1,100,NA,1,1,1,1,1,NA,NA,0,2,1,1,0,2,1,2,0,0,0,0,1,0,0,2,0,1,0,2,1,2,1
1260363,5/17/2011 14:51,5/17/2011 15:01,1,1,95,NA,1,NA,NA,NA,1,1,1,2,2,0,0,2,1,1,1,2,0,0,0,0,1,0,1,1,0,1,0,1,1,1
1269540,5/17/2011 14:53,5/17/2011 15:05,1,1,100,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA
1012643,5/17/2011 12:14,5/17/2011 15:10,1,1,100,1,1,1,1,1,NA,1,NA,0,NA,0,1,NA,2,0,NA,NA,NA,NA,1,NA,NA,0,1,1,1,1,NA,0,NA,0
